DateOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_district,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
07 Jan 2021,16,Special Service,Special Service,Removal of objects from people,Dwelling,House - single occupancy ,Correct incident location,TN16,Biggin Hill,542350,159350,Biggin Hill,248,Biggin Hill,,,1,1,1,1,346,1
07 Jan 2021,18,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,In street outside gazetteer location,BR3,Beckenham Town & Copers Cope,537250,171150,Beckenham,236,Beckenham,,,1,1,1,1,346,1
07 Jan 2021,18,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE20,Penge & Cator,534750,169950,Beckenham,4,Beckenham,427,Woodside,2,3,3,1,346,1
08 Jan 2021,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE19,Crystal Palace & Anerley,533950,170450,Beckenham,326,West Norwood,340,West Norwood,1,2,2,1,346,1
08 Jan 2021,20,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,BR5,Petts Wood & Knoll,545150,167850,Orpington,332,Orpington,,,1,1,1,1,346,1
09 Jan 2021,11,Special Service,Special Service,RTC,Road Vehicle,Car ,In street close to gazetteer location,SE9,Mottingham,542550,171550,Eltham,450,Eltham,,,1,1,1,1,346,1
09 Jan 2021,14,False Alarm,AFA,,Non Residential,Warehouse ,Within same building,BR2,Bromley Town,540550,168550,Bromley,176,Bromley,,,1,1,1,1,346,1
09 Jan 2021,14,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,SE20,Crystal Palace & Anerley,534250,170050,Beckenham,,,,,1,1,1,1,346,1
09 Jan 2021,14,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR5,St. Mary Cray,546950,167150,Orpington,277,Orpington,292,Orpington,1,2,2,1,346,1
09 Jan 2021,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR2,Bromley Town,541150,168350,Bromley,252,Bromley,532,Beckenham,2,2,2,1,346,1
09 Jan 2021,20,False Alarm,False alarm - Good intent,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,BR5,St. Mary Cray,548150,166650,Orpington,373,Orpington,441,Orpington,1,2,2,1,346,1
10 Jan 2021,3,Fire,Primary Fire,,Dwelling,Bungalow - single occupancy ,Correct incident location,TN16,Biggin Hill,542350,159250,Biggin Hill,278,Biggin Hill,570,Addington,2,2,2,1,346,1
10 Jan 2021,4,Special Service,Special Service,Flooding,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR4,West Wickham,538250,166450,Beckenham,522,Beckenham,,,1,1,1,1,346,1
10 Jan 2021,6,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR1,Bromley Town,540450,168750,Bromley,279,Bromley,525,Beckenham,5,5,5,3,1038,1
10 Jan 2021,7,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR4,West Wickham,539350,166650,Bromley,418,Bromley,,,1,1,1,1,346,1
10 Jan 2021,18,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR3,Clock House,536250,169550,Beckenham,76,Woodside,172,Beckenham,2,2,7,12,4152,2
11 Jan 2021,7,False Alarm,AFA,,Non Residential,DIY Warehouse ,Correct incident location,BR4,West Wickham,538350,166650,Beckenham,,,,,,,,,,1
11 Jan 2021,8,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,BR4,West Wickham,537650,165850,Woodside,,,,,,,,,,2
11 Jan 2021,8,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,BR4,West Wickham,537650,165850,Woodside,347,Woodside,,,1,1,1,1,346,2
11 Jan 2021,10,False Alarm,AFA,,Non Residential,Cinema ,Correct incident location,BR2,Bromley Town,540250,168650,Bromley,201,Bromley,,,1,1,1,1,346,1
11 Jan 2021,14,Special Service,Special Service,Lift Release,Dwelling,Self contained Sheltered Housing ,Correct incident location,SE20,Penge & Cator,535950,170250,Beckenham,207,Beckenham,,,1,1,1,1,346,1
11 Jan 2021,15,False Alarm,AFA,,Other Residential,Nurses'/Doctors' accommodation ,Within same building,BR6,Farnborough & Crofton,543250,164850,Orpington,423,Orpington,521,Bromley,2,2,2,1,346,1
11 Jan 2021,22,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,BR1,Plaistow,539950,171150,Bromley,373,Bromley,398,Bromley,1,2,2,1,346,2
11 Jan 2021,23,Special Service,Special Service,Effecting entry/exit,Non Residential,Doctors surgery,Correct incident location,BR5,St. Mary Cray,546650,167850,Orpington,247,Orpington,,,1,1,1,1,346,1
12 Jan 2021,8,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,BR4,Hayes & Coney Hall,539550,165550,Addington,400,Addington,401,Addington,1,2,2,1,346,1
12 Jan 2021,10,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,Crystal Palace & Anerley,534550,169150,Woodside,307,Beckenham,353,Woodside,2,2,2,3,1038,1
12 Jan 2021,10,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR3,Clock House,536050,168450,Woodside,569,Bromley,668,Bromley,1,2,2,1,346,1
12 Jan 2021,12,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,BR3,Clock House,536250,168550,Beckenham,,,,,1,1,1,1,346,2
12 Jan 2021,14,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Within same building,BR6,St. Mary Cray,546450,166850,Orpington,320,Orpington,,,1,1,1,1,346,1
12 Jan 2021,18,False Alarm,False alarm - Good intent,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR6,Orpington,546850,166650,Orpington,190,Orpington,490,Sidcup,2,2,2,1,346,1
12 Jan 2021,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE19,Crystal Palace & Anerley,533550,170550,West Norwood,313,West Norwood,408,Beckenham,2,2,2,1,346,1
12 Jan 2021,19,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,BR2,Shortlands & Park Langley,539350,167850,Bromley,291,Bromley,320,Bromley,1,2,2,1,346,1
12 Jan 2021,20,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,Beckenham Town & Copers Cope,538050,169350,Beckenham,213,Beckenham,294,Bromley,2,2,2,1,346,2
13 Jan 2021,1,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,BR5,St. Mary Cray,547850,168150,Orpington,441,Orpington,,,1,1,1,2,692,7
13 Jan 2021,3,False Alarm,False alarm - Malicious,,Non Residential,Hospital ,Correct incident location,BR3,Kelsey & Eden Park,537250,166750,Beckenham,436,Woodside,595,Beckenham,3,3,3,2,692,1
13 Jan 2021,8,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SE20,Penge & Cator,535350,170350,Beckenham,240,Beckenham,,,1,1,1,1,346,1
13 Jan 2021,10,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,SE19,Crystal Palace & Anerley,534450,170650,Beckenham,379,Beckenham,,,1,1,1,1,346,1
13 Jan 2021,11,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR3,Clock House,536050,168750,Beckenham,272,Woodside,,,2,2,1,1,346,1
13 Jan 2021,14,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR1,Bickley & Sundridge,540750,170350,Bromley,243,Bromley,265,Bromley,1,2,2,1,346,1
13 Jan 2021,16,False Alarm,False alarm - Good intent,,Outdoor Structure,Wheelie bin (domestic size),On land associated with building,BR5,St. Paul's Cray,547450,169250,Orpington,645,Orpington,,,1,1,1,1,346,1
13 Jan 2021,17,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR5,St. Paul's Cray,546650,169150,Orpington,389,Orpington,,,1,1,1,1,346,1
13 Jan 2021,19,Special Service,Special Service,Assist other agencies,Non Residential,Department Store ,Within same building,BR4,Hayes & Coney Hall,539350,165250,Addington,94,Addington,,,1,1,2,1,346,1
14 Jan 2021,9,Fire,Secondary Fire,,Outdoor Structure,Cables ,On land associated with building,BR4,West Wickham,538250,166550,Beckenham,374,Beckenham,,,1,1,1,1,346,1
14 Jan 2021,9,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR3,Beckenham Town & Copers Cope,537950,169850,Beckenham,212,Beckenham,12,Beckenham,1,2,2,1,346,1
14 Jan 2021,11,Special Service,Special Service,Flooding,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR3,Clock House,535350,169050,Beckenham,458,West Norwood,,,1,1,1,2,692,4
14 Jan 2021,15,Special Service,Special Service,Other Transport incident,Road Vehicle,Car ,In street close to gazetteer location,BR8,St. Mary Cray,548750,167350,Orpington,491,Orpington,,,1,1,1,2,692,1
14 Jan 2021,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,BR2,Bromley Town,540750,168350,Bromley,207,Bromley,627,Lee Green,4,4,4,2,692,1
15 Jan 2021,9,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR3,Clock House,536050,169650,Beckenham,237,Beckenham,476,Bromley,3,4,9,32,11072,4
15 Jan 2021,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR3,Clock House,535850,168550,Woodside,410,Beckenham,,,1,1,1,1,346,1
15 Jan 2021,13,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR7,Mottingham,542550,171350,Eltham,406,Bromley,457,Eltham,2,2,2,1,346,2
15 Jan 2021,15,Special Service,Special Service,RTC,Road Vehicle,Lorry/HGV ,In street outside gazetteer location,BR2,Bromley Common & Holwood,542950,165050,Orpington,465,Bromley,,,1,1,1,1,346,1
15 Jan 2021,18,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR2,Hayes & Coney Hall,541050,165150,Bromley,608,Bromley,,,1,1,1,1,346,1
15 Jan 2021,18,Special Service,Special Service,Lift Release,Non Residential,Single shop ,Correct incident location,BR1,Bromley Town,540250,169250,Bromley,,,,,1,1,1,2,692,1
15 Jan 2021,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,BR1,Bromley Town,539750,169950,Bromley,236,Bromley,,,1,1,1,1,346,1
15 Jan 2021,20,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,BR2,Bromley Common & Holwood,542050,167550,Bromley,281,Bromley,292,Bromley,1,2,2,2,692,1
15 Jan 2021,21,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR5,St. Mary Cray,546250,168150,Orpington,302,Orpington,324,Orpington,1,2,2,1,346,1
15 Jan 2021,21,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE20,Penge & Cator,535550,170150,Beckenham,216,Beckenham,,,1,1,1,1,346,2
16 Jan 2021,5,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR7,Chislehurst,545250,170550,Sidcup,395,Sidcup,,,1,1,1,2,692,1
16 Jan 2021,6,False Alarm,False alarm - Good intent,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR1,Bickley & Sundridge,540750,169550,Bromley,245,Bromley,253,Bromley,1,2,2,1,346,1
16 Jan 2021,9,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR6,Petts Wood & Knoll,545950,165550,Orpington,202,Orpington,211,Orpington,1,2,2,1,346,1
16 Jan 2021,11,Special Service,Special Service,Removal of objects from people,Dwelling,House - single occupancy ,Correct incident location,BR5,St. Mary Cray,547250,167750,Orpington,399,Orpington,,,1,1,1,1,346,1
16 Jan 2021,12,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR1,Plaistow,540250,170050,Bromley,173,Bromley,186,Bromley,1,2,2,1,346,1
16 Jan 2021,12,False Alarm,AFA,,Non Residential,Other education establishment,Correct incident location,BR2,Hayes & Coney Hall,539750,165550,Addington,398,Addington,,,1,1,1,1,346,1
16 Jan 2021,15,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,SE20,Crystal Palace & Anerley,534550,169850,Beckenham,,,,,1,1,1,1,346,1
16 Jan 2021,18,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,SE20,Crystal Palace & Anerley,534550,169150,Woodside,,,,,1,1,1,1,346,1
17 Jan 2021,3,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR2,Bromley Common & Holwood,541750,165150,Biggin Hill,545,Bromley,567,Bromley,1,2,2,1,346,1
17 Jan 2021,3,False Alarm,AFA,,Other Residential,Boarding House/B&B other ,Correct incident location,BR1,Bromley Town,540250,169650,Bromley,71,Bromley,126,Bromley,1,2,2,1,346,1
17 Jan 2021,22,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR2,Darwin,539650,161150,Biggin Hill,334,Biggin Hill,285,Addington,2,3,3,4,1384,1
17 Jan 2021,23,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,BR3,Clock House,535950,169250,Beckenham,225,Beckenham,,,1,1,1,1,346,1
18 Jan 2021,12,False Alarm,AFA,,Non Residential,Doctors surgery,Correct incident location,SE20,Penge & Cator,535150,170150,Beckenham,276,Beckenham,399,Woodside,2,2,2,1,346,1
18 Jan 2021,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,SE19,Crystal Palace & Anerley,534250,170850,Beckenham,465,Beckenham,,,1,1,1,1,346,1
18 Jan 2021,16,Special Service,Special Service,RTC,Road Vehicle,Car ,Nearby address - street not listed in gazetteer,BR2,Hayes & Coney Hall,541550,163350,Biggin Hill,576,Biggin Hill,,,1,1,1,1,346,1
18 Jan 2021,23,False Alarm,AFA,,Non Residential,Athletics Stadium ,Correct incident location,SE20,Crystal Palace & Anerley,534350,170850,Beckenham,411,West Norwood,,,1,1,1,1,346,1
19 Jan 2021,0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR3,Clock House,535650,168750,Woodside,300,Woodside,,,1,1,1,1,346,1
19 Jan 2021,3,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,BR4,Hayes & Coney Hall,538950,164750,Addington,,,,,1,1,1,1,346,1
19 Jan 2021,7,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR7,Chislehurst,543850,170450,Bromley,484,Sidcup,492,Sidcup,1,2,2,1,346,1
19 Jan 2021,8,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE19,Crystal Palace & Anerley,534050,170550,Beckenham,420,Beckenham,,,1,1,1,1,346,1
19 Jan 2021,9,False Alarm,AFA,,Non Residential,Theatre ,Correct incident location,BR1,Bromley Town,540250,169150,Bromley,227,Bromley,,,1,1,1,1,346,1
19 Jan 2021,14,Special Service,Special Service,Lift Release,Non Residential,Large supermarket ,Correct incident location,BR5,Petts Wood & Knoll,544450,167450,Orpington,364,Orpington,,,1,1,1,1,346,1
19 Jan 2021,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,SE26,Penge & Cator,535450,170850,Beckenham,277,Beckenham,386,Forest Hill,3,3,3,1,346,1
19 Jan 2021,18,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE9,Mottingham,542450,172050,Eltham,413,Eltham,,,1,1,1,1,346,1
19 Jan 2021,20,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,BR3,Clock House,536050,169650,Beckenham,163,Beckenham,,,1,1,1,1,346,1
19 Jan 2021,20,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR3,Clock House,535750,168750,Woodside,400,West Norwood,478,Woodside,2,2,2,1,346,1
19 Jan 2021,21,Special Service,Special Service,Assist other agencies,Outdoor,River/canal ,Open land/water - nearest gazetteer location,BR5,St. Paul's Cray,547350,169150,Sidcup,363,Sidcup,368,Orpington,2,3,3,3,1038,1
19 Jan 2021,21,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR2,Shortlands & Park Langley,539750,168450,Bromley,264,Bromley,,,1,1,1,1,346,1
19 Jan 2021,21,Special Service,Special Service,Suicide/attempts,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,SE20,Penge & Cator,535450,170050,Beckenham,224,Beckenham,403,West Norwood,3,3,3,6,2076,1
20 Jan 2021,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,BR1,Bromley Town,540450,169750,Bromley,139,Bromley,350,Bromley,2,3,3,1,346,1
20 Jan 2021,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR6,St. Mary Cray,546450,167150,Orpington,315,Orpington,335,Orpington,1,2,2,1,346,1
21 Jan 2021,1,False Alarm,AFA,,Non Residential,Shopping Centre ,Correct incident location,BR1,Bromley Town,540450,168950,Bromley,201,Bromley,,,1,1,1,1,346,2
21 Jan 2021,3,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR6,Farnborough & Crofton,543250,164850,Orpington,385,Orpington,387,Orpington,1,2,2,1,346,1
21 Jan 2021,9,Special Service,Special Service,Evacuation (no fire),Dwelling,House - single occupancy ,Within same building,BR4,West Wickham,538950,167150,Bromley,352,Bromley,355,Bromley,1,2,2,3,1038,3
21 Jan 2021,9,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,SE19,Crystal Palace & Anerley,534450,170650,Beckenham,405,Beckenham,,,1,1,1,1,346,1
21 Jan 2021,9,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,BR6,Farnborough & Crofton,543850,165050,Orpington,423,Orpington,,,1,1,1,1,346,1
21 Jan 2021,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,BR3,Clock House,536050,168450,Woodside,234,Beckenham,,,1,1,1,1,346,1
21 Jan 2021,14,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR2,Bromley Common & Holwood,542250,166950,Bromley,354,Bromley,369,Bromley,1,2,2,2,692,2
21 Jan 2021,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR4,West Wickham,538250,165950,Woodside,360,Woodside,,,1,1,1,1,346,1
22 Jan 2021,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,BR2,Bromley Town,540750,168350,Bromley,392,Bromley,488,Beckenham,2,3,3,1,346,1
